date,season,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_target,away_shots_target
2022-05-08,2122,RB Leipzig,Augsburg,4,0,H,14.0,6.0,8.0,1.0
2022-05-14,2122,Union Berlin,Bochum,3,2,H,17.0,5.0,11.0,3.0
2022-05-14,2122,Stuttgart,FC Koln,2,1,H,24.0,16.0,12.0,3.0
2022-05-14,2122,M'gladbach,Hoffenheim,5,1,H,19.0,10.0,9.0,2.0
2022-05-14,2122,Mainz,Ein Frankfurt,2,2,D,13.0,13.0,4.0,4.0
2022-05-14,2122,Wolfsburg,Bayern Munich,2,2,D,10.0,25.0,2.0,10.0
2022-05-14,2122,Dortmund,Hertha,2,1,H,9.0,4.0,3.0,1.0
2022-05-14,2122,Bielefeld,RB Leipzig,1,1,D,8.0,18.0,4.0,9.0
2022-05-14,2122,Augsburg,Greuther Furth,2,1,H,8.0,6.0,3.0,3.0
2022-05-14,2122,Leverkusen,Freiburg,2,1,H,11.0,13.0,5.0,2.0
2022-08-05,2223,Ein Frankfurt,Bayern Munich,1,6,A,8.0,23.0,2.0,10.0
2022-08-06,2223,Dortmund,Leverkusen,1,0,H,13.0,8.0,4.0,3.0
2022-08-06,2223,Wolfsburg,Werder Bremen,2,2,D,13.0,10.0,3.0,5.0
2022-08-06,2223,Union Berlin,Hertha,3,1,H,18.0,9.0,8.0,3.0
2022-08-06,2223,Bochum,Mainz,1,2,A,16.0,13.0,3.0,6.0
2022-08-06,2223,Augsburg,Freiburg,0,4,A,10.0,19.0,2.0,7.0
2022-08-06,2223,M'gladbach,Hoffenheim,3,1,H,18.0,2.0,8.0,1.0
2022-08-07,2223,Stuttgart,RB Leipzig,1,1,D,11.0,27.0,2.0,9.0
2022-08-07,2223,FC Koln,Schalke 04,3,1,H,30.0,6.0,10.0,2.0
2022-08-12,2223,Freiburg,Dortmund,1,3,A,16.0,16.0,7.0,7.0
2022-08-13,2223,Werder Bremen,Stuttgart,2,2,D,5.0,14.0,3.0,7.0
2022-08-13,2223,Schalke 04,M'gladbach,2,2,D,14.0,14.0,5.0,9.0
2022-08-13,2223,RB Leipzig,FC Koln,2,2,D,9.0,12.0,5.0,3.0
2022-08-13,2223,Leverkusen,Augsburg,1,2,A,23.0,6.0,10.0,4.0
2022-08-13,2223,Hoffenheim,Bochum,3,2,H,24.0,11.0,13.0,5.0
2022-08-13,2223,Hertha,Ein Frankfurt,1,1,D,11.0,11.0,5.0,1.0
2022-08-14,2223,Mainz,Union Berlin,0,0,D,10.0,10.0,5.0,2.0
2022-08-14,2223,Bayern Munich,Wolfsburg,2,0,H,24.0,7.0,8.0,1.0
2022-08-19,2223,M'gladbach,Hertha,1,0,H,11.0,18.0,6.0,5.0
2022-08-20,2223,Augsburg,Mainz,1,2,A,6.0,14.0,2.0,7.0
2022-08-20,2223,Dortmund,Werder Bremen,2,3,A,5.0,14.0,3.0,7.0
2022-08-20,2223,Leverkusen,Hoffenheim,0,3,A,14.0,10.0,3.0,5.0
2022-08-20,2223,Stuttgart,Freiburg,0,1,A,18.0,9.0,5.0,3.0
2022-08-20,2223,Wolfsburg,Schalke 04,0,0,D,16.0,9.0,6.0,2.0
2022-08-20,2223,Union Berlin,RB Leipzig,2,1,H,9.0,16.0,4.0,2.0
2022-08-21,2223,Bochum,Bayern Munich,0,7,A,13.0,22.0,7.0,12.0
2022-08-21,2223,Ein Frankfurt,FC Koln,1,1,D,10.0,6.0,3.0,2.0
2022-08-26,2223,Freiburg,Bochum,1,0,H,28.0,15.0,12.0,5.0
2022-08-27,2223,Hertha,Dortmund,0,1,A,12.0,24.0,3.0,7.0
2022-08-27,2223,Hoffenheim,Augsburg,1,0,H,24.0,12.0,6.0,1.0
2022-08-27,2223,Mainz,Leverkusen,0,3,A,17.0,7.0,3.0,5.0
2022-08-27,2223,RB Leipzig,Wolfsburg,2,0,H,16.0,9.0,7.0,4.0
2022-08-27,2223,Schalke 04,Union Berlin,1,6,A,12.0,12.0,4.0,7.0
2022-08-27,2223,Bayern Munich,M'gladbach,1,1,D,35.0,5.0,20.0,3.0
2022-08-28,2223,FC Koln,Stuttgart,0,0,D,6.0,13.0,2.0,5.0
2022-08-28,2223,Werder Bremen,Ein Frankfurt,3,4,A,10.0,12.0,4.0,7.0
2022-09-02,2223,Dortmund,Hoffenheim,1,0,H,16.0,7.0,5.0,2.0
2022-09-03,2223,Union Berlin,Bayern Munich,1,1,D,10.0,21.0,3.0,6.0
2022-09-03,2223,Wolfsburg,FC Koln,2,4,A,9.0,18.0,3.0,5.0
2022-09-03,2223,Ein Frankfurt,RB Leipzig,4,0,H,14.0,5.0,9.0,0.0
2022-09-03,2223,Stuttgart,Schalke 04,1,1,D,13.0,13.0,3.0,4.0
2022-09-03,2223,Bochum,Werder Bremen,0,2,A,19.0,16.0,6.0,6.0
2022-09-03,2223,Leverkusen,Freiburg,2,3,A,15.0,5.0,6.0,3.0
2022-09-04,2223,Augsburg,Hertha,0,2,A,8.0,16.0,2.0,6.0
2022-09-04,2223,M'gladbach,Mainz,0,1,A,13.0,12.0,3.0,5.0
2022-09-09,2223,Werder Bremen,Augsburg,0,1,A,11.0,14.0,6.0,5.0
2022-09-10,2223,Bayern Munich,Stuttgart,2,2,D,18.0,8.0,7.0,3.0
2022-09-10,2223,Ein Frankfurt,Wolfsburg,0,1,A,11.0,6.0,0.0,3.0
2022-09-10,2223,Hertha,Leverkusen,2,2,D,17.0,11.0,6.0,5.0
2022-09-10,2223,Hoffenheim,Mainz,4,1,H,21.0,10.0,9.0,2.0
2022-09-10,2223,RB Leipzig,Dortmund,3,0,H,14.0,4.0,5.0,0.0
2022-09-10,2223,Schalke 04,Bochum,3,1,H,20.0,9.0,8.0,2.0
2022-09-11,2223,Freiburg,M'gladbach,0,0,D,13.0,14.0,8.0,5.0
2022-09-11,2223,FC Koln,Union Berlin,0,1,A,7.0,12.0,2.0,3.0
2022-09-16,2223,Mainz,Hertha,1,1,D,12.0,4.0,2.0,2.0
2022-09-17,2223,Augsburg,Bayern Munich,1,0,H,9.0,21.0,4.0,7.0
2022-09-17,2223,Dortmund,Schalke 04,1,0,H,19.0,3.0,7.0,0.0
2022-09-17,2223,Leverkusen,Werder Bremen,1,1,D,19.0,19.0,7.0,7.0
2022-09-17,2223,Stuttgart,Ein Frankfurt,1,3,A,15.0,13.0,2.0,8.0
2022-09-17,2223,M'gladbach,RB Leipzig,3,0,H,21.0,13.0,10.0,6.0
2022-09-18,2223,Union Berlin,Wolfsburg,2,0,H,16.0,5.0,4.0,0.0
2022-09-18,2223,Bochum,FC Koln,1,1,D,7.0,18.0,0.0,3.0
2022-09-18,2223,Hoffenheim,Freiburg,0,0,D,10.0,14.0,3.0,4.0
2022-09-30,2223,Bayern Munich,Leverkusen,4,0,H,20.0,10.0,10.0,5.0
2022-10-01,2223,Werder Bremen,M'gladbach,5,1,H,14.0,13.0,9.0,9.0
2022-10-01,2223,Wolfsburg,Stuttgart,3,2,H,20.0,15.0,7.0,7.0
2022-10-01,2223,RB Leipzig,Bochum,4,0,H,17.0,2.0,9.0,1.0
2022-10-01,2223,FC Koln,Dortmund,3,2,H,20.0,21.0,16.0,13.0
2022-10-01,2223,Ein Frankfurt,Union Berlin,2,0,H,14.0,14.0,4.0,5.0
2022-10-01,2223,Freiburg,Mainz,2,1,H,13.0,17.0,6.0,7.0
2022-10-02,2223,Hertha,Hoffenheim,1,1,D,13.0,16.0,5.0,4.0
2022-10-02,2223,Schalke 04,Augsburg,2,3,A,16.0,11.0,5.0,5.0
2022-10-07,2223,Hoffenheim,Werder Bremen,1,2,A,16.0,8.0,6.0,3.0
2022-10-08,2223,Augsburg,Wolfsburg,1,1,D,18.0,12.0,5.0,7.0
2022-10-08,2223,Bochum,Ein Frankfurt,3,0,H,11.0,11.0,6.0,2.0
2022-10-08,2223,Leverkusen,Schalke 04,4,0,H,13.0,2.0,7.0,1.0
2022-10-08,2223,Mainz,RB Leipzig,1,1,D,9.0,12.0,3.0,3.0
2022-10-08,2223,Dortmund,Bayern Munich,2,2,D,13.0,9.0,6.0,3.0
2022-10-09,2223,Stuttgart,Union Berlin,0,1,A,9.0,7.0,3.0,4.0
2022-10-09,2223,M'gladbach,FC Koln,5,2,H,13.0,5.0,6.0,3.0
2022-10-09,2223,Hertha,Freiburg,2,2,D,11.0,10.0,3.0,4.0
2022-10-14,2223,Schalke 04,Hoffenheim,0,3,A,14.0,18.0,2.0,7.0
2022-10-15,2223,Ein Frankfurt,Leverkusen,5,1,H,20.0,5.0,11.0,2.0
2022-10-15,2223,Stuttgart,Bochum,4,1,H,16.0,14.0,7.0,4.0
2022-10-15,2223,Werder Bremen,Mainz,0,2,A,14.0,11.0,4.0,5.0
2022-10-15,2223,Wolfsburg,M'gladbach,2,2,D,16.0,10.0,4.0,5.0
2022-10-15,2223,RB Leipzig,Hertha,3,2,H,14.0,16.0,5.0,5.0
2022-10-16,2223,Bayern Munich,Freiburg,5,0,H,18.0,6.0,8.0,0.0
2022-10-16,2223,FC Koln,Augsburg,3,2,H,14.0,7.0,6.0,3.0
2022-10-16,2223,Union Berlin,Dortmund,2,0,H,14.0,13.0,5.0,6.0
2022-10-21,2223,Mainz,FC Koln,5,0,H,15.0,6.0,7.0,2.0
2022-10-22,2223,Leverkusen,Wolfsburg,2,2,D,13.0,9.0,5.0,3.0
2022-10-22,2223,M'gladbach,Ein Frankfurt,1,3,A,8.0,16.0,3.0,5.0
2022-10-22,2223,Hoffenheim,Bayern Munich,0,2,A,7.0,23.0,3.0,10.0
2022-10-22,2223,Dortmund,Stuttgart,5,0,H,19.0,10.0,10.0,1.0
2022-10-22,2223,Freiburg,Werder Bremen,2,0,H,25.0,10.0,7.0,2.0
2022-10-22,2223,Augsburg,RB Leipzig,3,3,D,11.0,19.0,3.0,8.0
2022-10-23,2223,Bochum,Union Berlin,2,1,H,8.0,6.0,5.0,3.0
2022-10-23,2223,Hertha,Schalke 04,2,1,H,11.0,9.0,4.0,2.0
2022-10-28,2223,Werder Bremen,Hertha,1,0,H,15.0,9.0,4.0,1.0
2022-10-29,2223,Bayern Munich,Mainz,6,2,H,25.0,13.0,12.0,5.0
2022-10-29,2223,RB Leipzig,Leverkusen,2,0,H,10.0,4.0,6.0,1.0
2022-10-29,2223,Stuttgart,Augsburg,2,1,H,31.0,12.0,8.0,6.0
2022-10-29,2223,Wolfsburg,Bochum,4,0,H,22.0,10.0,7.0,3.0
2022-10-29,2223,Ein Frankfurt,Dortmund,1,2,A,20.0,8.0,8.0,2.0
2022-10-30,2223,FC Koln,Hoffenheim,1,1,D,11.0,9.0,3.0,4.0
2022-10-30,2223,Schalke 04,Freiburg,0,2,A,12.0,19.0,3.0,9.0
2022-10-30,2223,Union Berlin,M'gladbach,2,1,H,14.0,7.0,5.0,3.0
2022-11-04,2223,M'gladbach,Stuttgart,3,1,H,11.0,13.0,6.0,4.0
2022-11-05,2223,Augsburg,Ein Frankfurt,1,2,A,9.0,12.0,5.0,7.0
2022-11-05,2223,Dortmund,Bochum,3,0,H,6.0,7.0,3.0,1.0
2022-11-05,2223,Hertha,Bayern Munich,2,3,A,7.0,14.0,5.0,4.0
2022-11-05,2223,Hoffenheim,RB Leipzig,1,3,A,11.0,17.0,3.0,8.0
2022-11-05,2223,Mainz,Wolfsburg,0,3,A,16.0,10.0,3.0,3.0
2022-11-05,2223,Werder Bremen,Schalke 04,2,1,H,11.0,19.0,5.0,3.0
2022-11-06,2223,Leverkusen,Union Berlin,5,0,H,11.0,6.0,8.0,1.0
2022-11-06,2223,Freiburg,FC Koln,2,0,H,13.0,6.0,5.0,2.0
2022-11-08,2223,Stuttgart,Hertha,2,1,H,16.0,11.0,7.0,4.0
2022-11-08,2223,Bochum,M'gladbach,2,1,H,13.0,8.0,4.0,2.0
2022-11-08,2223,Bayern Munich,Werder Bremen,6,1,H,21.0,4.0,10.0,1.0
2022-11-08,2223,Wolfsburg,Dortmund,2,0,H,15.0,20.0,8.0,6.0
2022-11-09,2223,FC Koln,Leverkusen,1,2,A,17.0,10.0,7.0,3.0
2022-11-09,2223,Ein Frankfurt,Hoffenheim,4,2,H,15.0,12.0,8.0,3.0
2022-11-09,2223,RB Leipzig,Freiburg,3,1,H,18.0,4.0,8.0,2.0
2022-11-09,2223,Schalke 04,Mainz,1,0,H,13.0,11.0,4.0,1.0
2022-11-09,2223,Union Berlin,Augsburg,2,2,D,18.0,7.0,6.0,2.0
2022-11-11,2223,M'gladbach,Dortmund,4,2,H,11.0,20.0,6.0,10.0
2022-11-12,2223,Schalke 04,Bayern Munich,0,2,A,6.0,22.0,2.0,6.0
2022-11-12,2223,Werder Bremen,RB Leipzig,1,2,A,7.0,14.0,5.0,3.0
2022-11-12,2223,Leverkusen,Stuttgart,2,0,H,11.0,7.0,3.0,1.0
2022-11-12,2223,Hertha,FC Koln,2,0,H,17.0,10.0,8.0,2.0
2022-11-12,2223,Augsburg,Bochum,0,1,A,19.0,11.0,5.0,4.0
2022-11-12,2223,Hoffenheim,Wolfsburg,1,2,A,22.0,6.0,8.0,3.0
2022-11-13,2223,Mainz,Ein Frankfurt,1,1,D,19.0,10.0,6.0,3.0
2022-11-13,2223,Freiburg,Union Berlin,4,1,H,7.0,4.0,5.0,2.0
2023-01-20,2223,RB Leipzig,Bayern Munich,1,1,D,10.0,7.0,3.0,2.0
2023-01-21,2223,Wolfsburg,Freiburg,6,0,H,13.0,9.0,11.0,1.0
2023-01-21,2223,Bochum,Hertha,3,1,H,10.0,10.0,3.0,2.0
2023-01-21,2223,Ein Frankfurt,Schalke 04,3,0,H,11.0,18.0,3.0,4.0
2023-01-21,2223,Stuttgart,Mainz,1,1,D,16.0,12.0,4.0,2.0
2023-01-21,2223,Union Berlin,Hoffenheim,3,1,H,23.0,10.0,5.0,5.0
2023-01-21,2223,FC Koln,Werder Bremen,7,1,H,15.0,4.0,7.0,2.0
2023-01-22,2223,M'gladbach,Leverkusen,2,3,A,15.0,13.0,8.0,5.0
2023-01-22,2223,Dortmund,Augsburg,4,3,H,27.0,14.0,10.0,4.0
2023-01-24,2223,Hertha,Wolfsburg,0,5,A,8.0,15.0,2.0,7.0
2023-01-24,2223,Hoffenheim,Stuttgart,2,2,D,13.0,8.0,5.0,4.0
2023-01-24,2223,Schalke 04,RB Leipzig,1,6,A,9.0,21.0,1.0,14.0
2023-01-24,2223,Bayern Munich,FC Koln,1,1,D,22.0,2.0,7.0,1.0
2023-01-25,2223,Mainz,Dortmund,1,2,A,12.0,12.0,4.0,6.0
2023-01-25,2223,Augsburg,M'gladbach,1,0,H,14.0,7.0,4.0,2.0
2023-01-25,2223,Freiburg,Ein Frankfurt,1,1,D,12.0,4.0,5.0,2.0
2023-01-25,2223,Leverkusen,Bochum,2,0,H,11.0,9.0,4.0,2.0
2023-01-25,2223,Werder Bremen,Union Berlin,1,2,A,8.0,11.0,3.0,5.0
2023-01-27,2223,RB Leipzig,Stuttgart,2,1,H,9.0,10.0,4.0,3.0
2023-01-28,2223,Freiburg,Augsburg,3,1,H,15.0,16.0,9.0,4.0
2023-01-28,2223,Hertha,Union Berlin,0,2,A,10.0,7.0,3.0,3.0
2023-01-28,2223,Hoffenheim,M'gladbach,1,4,A,15.0,10.0,5.0,5.0
2023-01-28,2223,Mainz,Bochum,5,2,H,14.0,14.0,7.0,4.0
2023-01-28,2223,Werder Bremen,Wolfsburg,2,1,H,14.0,7.0,5.0,3.0
2023-01-28,2223,Bayern Munich,Ein Frankfurt,1,1,D,14.0,7.0,6.0,1.0
2023-01-29,2223,Leverkusen,Dortmund,0,2,A,20.0,6.0,7.0,2.0
2023-01-29,2223,Schalke 04,FC Koln,0,0,D,15.0,7.0,2.0,0.0
2023-02-03,2223,Augsburg,Leverkusen,1,0,H,10.0,12.0,5.0,4.0
2023-02-04,2223,Bochum,Hoffenheim,5,2,H,17.0,10.0,11.0,4.0
2023-02-04,2223,Dortmund,Freiburg,5,1,H,24.0,6.0,8.0,3.0
2023-02-04,2223,Ein Frankfurt,Hertha,3,0,H,10.0,13.0,4.0,3.0
2023-02-04,2223,FC Koln,RB Leipzig,0,0,D,9.0,7.0,0.0,2.0
2023-02-04,2223,Union Berlin,Mainz,2,1,H,9.0,9.0,5.0,2.0
2023-02-04,2223,M'gladbach,Schalke 04,0,0,D,17.0,18.0,4.0,5.0
2023-02-05,2223,Stuttgart,Werder Bremen,0,2,A,16.0,9.0,5.0,4.0
2023-02-05,2223,Wolfsburg,Bayern Munich,2,4,A,19.0,9.0,5.0,4.0
2023-02-10,2223,Schalke 04,Wolfsburg,0,0,D,17.0,8.0,5.0,2.0
2023-02-11,2223,Werder Bremen,Dortmund,0,2,A,8.0,17.0,3.0,9.0
2023-02-11,2223,RB Leipzig,Union Berlin,1,2,A,9.0,6.0,1.0,5.0
2023-02-11,2223,Mainz,Augsburg,3,1,H,13.0,11.0,7.0,3.0
2023-02-11,2223,Freiburg,Stuttgart,2,1,H,9.0,14.0,5.0,3.0
2023-02-11,2223,Bayern Munich,Bochum,3,0,H,25.0,7.0,12.0,1.0
2023-02-11,2223,Hoffenheim,Leverkusen,1,3,A,11.0,12.0,6.0,5.0
2023-02-12,2223,Hertha,M'gladbach,4,1,H,17.0,7.0,7.0,3.0
2023-02-12,2223,FC Koln,Ein Frankfurt,3,0,H,9.0,7.0,4.0,1.0
2023-02-17,2223,Augsburg,Hoffenheim,1,0,H,16.0,8.0,3.0,2.0
2023-02-18,2223,Bochum,Freiburg,0,2,A,15.0,15.0,6.0,5.0
2023-02-18,2223,M'gladbach,Bayern Munich,3,2,H,17.0,13.0,7.0,4.0
2023-02-18,2223,Stuttgart,FC Koln,3,0,H,18.0,11.0,7.0,4.0
2023-02-18,2223,Wolfsburg,RB Leipzig,0,3,A,7.0,17.0,2.0,5.0
2023-02-18,2223,Ein Frankfurt,Werder Bremen,2,0,H,11.0,3.0,6.0,0.0
2023-02-19,2223,Dortmund,Hertha,4,1,H,12.0,15.0,5.0,8.0
2023-02-19,2223,Leverkusen,Mainz,2,3,A,17.0,12.0,7.0,7.0
2023-02-19,2223,Union Berlin,Schalke 04,0,0,D,9.0,6.0,4.0,2.0
2023-02-24,2223,Mainz,M'gladbach,4,0,H,14.0,8.0,8.0,2.0
2023-02-25,2223,FC Koln,Wolfsburg,0,2,A,11.0,6.0,5.0,4.0
2023-02-25,2223,Hertha,Augsburg,2,0,H,11.0,9.0,3.0,2.0
2023-02-25,2223,Hoffenheim,Dortmund,0,1,A,13.0,23.0,4.0,11.0
2023-02-25,2223,RB Leipzig,Ein Frankfurt,2,1,H,10.0,8.0,5.0,4.0
2023-02-25,2223,Werder Bremen,Bochum,3,0,H,12.0,9.0,6.0,2.0
2023-02-25,2223,Schalke 04,Stuttgart,2,1,H,11.0,17.0,6.0,5.0
2023-02-26,2223,Freiburg,Leverkusen,1,1,D,9.0,16.0,4.0,4.0
2023-02-26,2223,Bayern Munich,Union Berlin,3,0,H,19.0,4.0,10.0,1.0
2023-03-03,2223,Dortmund,RB Leipzig,2,1,H,8.0,14.0,3.0,6.0
2023-03-04,2223,Stuttgart,Bayern Munich,1,2,A,11.0,13.0,4.0,6.0
2023-03-04,2223,Union Berlin,FC Koln,0,0,D,8.0,12.0,2.0,4.0
2023-03-04,2223,M'gladbach,Freiburg,0,0,D,10.0,8.0,4.0,3.0
2023-03-04,2223,Bochum,Schalke 04,0,2,A,6.0,9.0,4.0,5.0
2023-03-04,2223,Augsburg,Werder Bremen,2,1,H,9.0,17.0,5.0,8.0
2023-03-04,2223,Mainz,Hoffenheim,1,0,H,16.0,15.0,6.0,4.0
2023-03-05,2223,Leverkusen,Hertha,4,1,H,18.0,7.0,9.0,2.0
2023-03-05,2223,Wolfsburg,Ein Frankfurt,2,2,D,13.0,10.0,8.0,2.0
2023-03-10,2223,FC Koln,Bochum,0,2,A,11.0,9.0,5.0,3.0
2023-03-11,2223,Bayern Munich,Augsburg,5,3,H,24.0,13.0,9.0,6.0
2023-03-11,2223,Ein Frankfurt,Stuttgart,1,1,D,10.0,9.0,1.0,5.0
2023-03-11,2223,Hertha,Mainz,1,1,D,9.0,6.0,4.0,3.0
2023-03-11,2223,RB Leipzig,M'gladbach,3,0,H,14.0,7.0,9.0,3.0
2023-03-11,2223,Schalke 04,Dortmund,2,2,D,10.0,20.0,5.0,8.0
2023-03-12,2223,Werder Bremen,Leverkusen,2,3,A,12.0,13.0,6.0,5.0
2023-03-12,2223,Wolfsburg,Union Berlin,1,1,D,15.0,11.0,6.0,2.0
2023-03-12,2223,Freiburg,Hoffenheim,2,1,H,9.0,12.0,3.0,1.0
2023-03-17,2223,M'gladbach,Werder Bremen,2,2,D,21.0,6.0,9.0,3.0
2023-03-18,2223,Augsburg,Schalke 04,1,1,D,9.0,13.0,3.0,5.0
2023-03-18,2223,Bochum,RB Leipzig,1,0,H,8.0,21.0,2.0,8.0
2023-03-18,2223,Hoffenheim,Hertha,3,1,H,15.0,11.0,7.0,5.0
2023-03-18,2223,Stuttgart,Wolfsburg,0,1,A,12.0,9.0,2.0,3.0
2023-03-18,2223,Dortmund,FC Koln,6,1,H,11.0,11.0,8.0,5.0
2023-03-19,2223,Union Berlin,Ein Frankfurt,2,0,H,14.0,19.0,3.0,4.0
2023-03-19,2223,Leverkusen,Bayern Munich,2,1,H,12.0,11.0,6.0,6.0
2023-03-19,2223,Mainz,Freiburg,1,1,D,10.0,11.0,6.0,5.0
2023-03-31,2223,Ein Frankfurt,Bochum,1,1,D,18.0,8.0,7.0,2.0
2023-04-01,2223,Union Berlin,Stuttgart,3,0,H,13.0,17.0,5.0,8.0
2023-04-01,2223,Bayern Munich,Dortmund,4,2,H,16.0,10.0,9.0,4.0
2023-04-01,2223,Wolfsburg,Augsburg,2,2,D,23.0,5.0,5.0,2.0
2023-04-01,2223,Schalke 04,Leverkusen,0,3,A,12.0,18.0,3.0,10.0
2023-04-01,2223,Freiburg,Hertha,1,1,D,16.0,10.0,8.0,3.0
2023-04-01,2223,RB Leipzig,Mainz,0,3,A,12.0,19.0,3.0,7.0
2023-04-02,2223,FC Koln,M'gladbach,0,0,D,12.0,8.0,5.0,2.0
2023-04-02,2223,Werder Bremen,Hoffenheim,1,2,A,12.0,8.0,5.0,2.0
2023-04-08,2223,Augsburg,FC Koln,1,3,A,13.0,11.0,1.0,5.0
2023-04-08,2223,Dortmund,Union Berlin,2,1,H,14.0,7.0,6.0,2.0
2023-04-08,2223,Freiburg,Bayern Munich,0,1,A,10.0,23.0,2.0,8.0
2023-04-08,2223,Leverkusen,Ein Frankfurt,3,1,H,13.0,9.0,8.0,3.0
2023-04-08,2223,Mainz,Werder Bremen,2,2,D,16.0,9.0,10.0,4.0
2023-04-08,2223,Hertha,RB Leipzig,0,1,A,11.0,18.0,1.0,6.0
2023-04-09,2223,Bochum,Stuttgart,2,3,A,11.0,14.0,5.0,7.0
2023-04-09,2223,Hoffenheim,Schalke 04,2,0,H,15.0,10.0,4.0,3.0
2023-04-09,2223,M'gladbach,Wolfsburg,2,0,H,13.0,9.0,6.0,2.0
2023-04-14,2223,Schalke 04,Hertha,5,2,H,14.0,11.0,7.0,5.0
2023-04-15,2223,Bayern Munich,Hoffenheim,1,1,D,22.0,4.0,7.0,3.0
2023-04-15,2223,FC Koln,Mainz,1,1,D,12.0,5.0,4.0,1.0
2023-04-15,2223,RB Leipzig,Augsburg,3,2,H,13.0,14.0,6.0,3.0
2023-04-15,2223,Stuttgart,Dortmund,3,3,D,12.0,15.0,5.0,6.0
2023-04-15,2223,Ein Frankfurt,M'gladbach,1,1,D,16.0,4.0,5.0,2.0
2023-04-16,2223,Werder Bremen,Freiburg,1,2,A,13.0,6.0,5.0,3.0
2023-04-16,2223,Union Berlin,Bochum,1,1,D,10.0,14.0,2.0,8.0
2023-04-16,2223,Wolfsburg,Leverkusen,0,0,D,11.0,13.0,3.0,4.0
2023-04-21,2223,Augsburg,Stuttgart,1,1,D,4.0,6.0,1.0,3.0
2023-04-22,2223,Dortmund,Ein Frankfurt,4,0,H,14.0,9.0,7.0,2.0
2023-04-22,2223,Mainz,Bayern Munich,3,1,H,13.0,11.0,4.0,2.0
2023-04-22,2223,Hoffenheim,FC Koln,1,3,A,11.0,14.0,4.0,7.0
2023-04-22,2223,Hertha,Werder Bremen,2,4,A,13.0,11.0,5.0,4.0
2023-04-22,2223,Bochum,Wolfsburg,1,5,A,23.0,15.0,6.0,7.0
2023-04-23,2223,Freiburg,Schalke 04,4,0,H,25.0,10.0,12.0,4.0
2023-04-23,2223,Leverkusen,RB Leipzig,2,0,H,8.0,26.0,6.0,8.0
2023-04-23,2223,M'gladbach,Union Berlin,0,1,A,8.0,14.0,4.0,4.0
2023-04-28,2223,Bochum,Dortmund,1,1,D,10.0,21.0,4.0,6.0
2023-04-29,2223,Ein Frankfurt,Augsburg,1,1,D,7.0,9.0,1.0,3.0
2023-04-29,2223,FC Koln,Freiburg,0,1,A,21.0,12.0,8.0,6.0
2023-04-29,2223,RB Leipzig,Hoffenheim,1,0,H,16.0,5.0,2.0,2.0
2023-04-29,2223,Stuttgart,M'gladbach,2,1,H,18.0,9.0,5.0,4.0
2023-04-29,2223,Union Berlin,Leverkusen,0,0,D,7.0,8.0,1.0,2.0
2023-04-29,2223,Schalke 04,Werder Bremen,2,1,H,21.0,11.0,10.0,1.0
2023-04-30,2223,Wolfsburg,Mainz,3,0,H,10.0,10.0,4.0,2.0
2023-04-30,2223,Bayern Munich,Hertha,2,0,H,25.0,2.0,9.0,1.0
2023-05-05,2223,Leverkusen,FC Koln,1,2,A,14.0,7.0,4.0,5.0
2023-05-05,2223,Mainz,Schalke 04,2,3,A,9.0,15.0,4.0,10.0
2023-05-06,2223,Augsburg,Union Berlin,1,0,H,11.0,12.0,3.0,4.0
2023-05-06,2223,Freiburg,RB Leipzig,0,1,A,5.0,13.0,2.0,6.0
2023-05-06,2223,Hertha,Stuttgart,2,1,H,7.0,16.0,3.0,4.0
2023-05-06,2223,Hoffenheim,Ein Frankfurt,3,1,H,8.0,19.0,5.0,6.0
2023-05-06,2223,M'gladbach,Bochum,2,0,H,25.0,14.0,9.0,3.0
2023-05-06,2223,Werder Bremen,Bayern Munich,1,2,A,12.0,12.0,2.0,4.0
2023-05-07,2223,Dortmund,Wolfsburg,6,0,H,20.0,10.0,10.0,3.0
2023-05-12,2223,FC Koln,Hertha,5,2,H,28.0,9.0,15.0,3.0
2023-05-13,2223,Wolfsburg,Hoffenheim,2,1,H,8.0,10.0,3.0,2.0
2023-05-13,2223,Dortmund,M'gladbach,5,2,H,33.0,13.0,13.0,8.0
2023-05-13,2223,Union Berlin,Freiburg,4,2,H,10.0,13.0,4.0,8.0
2023-05-13,2223,Ein Frankfurt,Mainz,3,0,H,17.0,10.0,7.0,4.0
2023-05-13,2223,Bochum,Augsburg,3,2,H,15.0,12.0,8.0,2.0
2023-05-13,2223,Bayern Munich,Schalke 04,6,0,H,23.0,8.0,14.0,0.0
2023-05-14,2223,Stuttgart,Leverkusen,1,1,D,9.0,12.0,1.0,3.0
2023-05-14,2223,RB Leipzig,Werder Bremen,2,1,H,20.0,6.0,7.0,2.0
2023-05-19,2223,Freiburg,Wolfsburg,2,0,H,16.0,9.0,7.0,2.0
2023-05-20,2223,Hertha,Bochum,1,1,D,14.0,17.0,4.0,6.0
2023-05-20,2223,Hoffenheim,Union Berlin,4,2,H,10.0,20.0,5.0,4.0
2023-05-20,2223,Schalke 04,Ein Frankfurt,2,2,D,11.0,6.0,4.0,3.0
2023-05-20,2223,Werder Bremen,FC Koln,1,1,D,13.0,13.0,6.0,4.0
2023-05-20,2223,Bayern Munich,RB Leipzig,1,3,A,17.0,16.0,4.0,8.0
