date,season,home_team,away_team,home_goals,away_goals,result,home_shots,away_shots,home_shots_target,away_shots_target
2024-05-11,2324,M'gladbach,Ein Frankfurt,1,1,D,6.0,16.0,3.0,1.0
2024-05-11,2324,RB Leipzig,Werder Bremen,1,1,D,13.0,10.0,5.0,1.0
2024-05-11,2324,Mainz,Dortmund,3,0,H,14.0,10.0,6.0,2.0
2024-05-12,2324,Darmstadt,Hoffenheim,0,6,A,9.0,12.0,1.0,7.0
2024-05-12,2324,Bayern Munich,Wolfsburg,2,0,H,5.0,5.0,3.0,2.0
2024-05-12,2324,Bochum,Leverkusen,0,5,A,2.0,28.0,0.0,10.0
2024-05-18,2324,Wolfsburg,Mainz,1,3,A,12.0,12.0,4.0,6.0
2024-05-18,2324,Werder Bremen,Bochum,4,1,H,25.0,26.0,12.0,8.0
2024-05-18,2324,Union Berlin,Freiburg,2,1,H,14.0,11.0,5.0,5.0
2024-05-18,2324,Stuttgart,M'gladbach,4,0,H,21.0,13.0,11.0,5.0
2024-05-18,2324,Leverkusen,Augsburg,2,1,H,19.0,8.0,8.0,2.0
2024-05-18,2324,Heidenheim,FC Koln,4,1,H,13.0,19.0,7.0,9.0
2024-05-18,2324,Ein Frankfurt,RB Leipzig,2,2,D,19.0,9.0,6.0,5.0
2024-05-18,2324,Dortmund,Darmstadt,4,0,H,21.0,7.0,10.0,1.0
2024-05-18,2324,Hoffenheim,Bayern Munich,4,2,H,17.0,12.0,9.0,4.0
2024-08-23,2425,M'gladbach,Leverkusen,2,3,A,14.0,25.0,7.0,9.0
2024-08-24,2425,Dortmund,Ein Frankfurt,2,0,H,17.0,7.0,5.0,2.0
2024-08-24,2425,Augsburg,Werder Bremen,2,2,D,10.0,12.0,3.0,6.0
2024-08-24,2425,Freiburg,Stuttgart,3,1,H,15.0,9.0,4.0,2.0
2024-08-24,2425,Hoffenheim,Holstein Kiel,3,2,H,20.0,15.0,8.0,6.0
2024-08-24,2425,Mainz,Union Berlin,1,1,D,15.0,15.0,3.0,4.0
2024-08-24,2425,RB Leipzig,Bochum,1,0,H,12.0,10.0,3.0,4.0
2024-08-25,2425,St Pauli,Heidenheim,0,2,A,11.0,6.0,3.0,3.0
2024-08-25,2425,Wolfsburg,Bayern Munich,2,3,A,11.0,14.0,2.0,8.0
2024-08-30,2425,Union Berlin,St Pauli,1,0,H,10.0,8.0,5.0,2.0
2024-08-31,2425,Bochum,M'gladbach,0,2,A,16.0,15.0,4.0,6.0
2024-08-31,2425,Ein Frankfurt,Hoffenheim,3,1,H,17.0,10.0,7.0,3.0
2024-08-31,2425,Holstein Kiel,Wolfsburg,0,2,A,12.0,12.0,5.0,4.0
2024-08-31,2425,Stuttgart,Mainz,3,3,D,28.0,9.0,13.0,7.0
2024-08-31,2425,Werder Bremen,Dortmund,0,0,D,5.0,9.0,1.0,4.0
2024-08-31,2425,Leverkusen,RB Leipzig,2,3,A,27.0,10.0,10.0,4.0
2024-09-01,2425,Bayern Munich,Freiburg,2,0,H,11.0,8.0,4.0,4.0
2024-09-01,2425,Heidenheim,Augsburg,4,0,H,17.0,15.0,9.0,1.0
2024-09-13,2425,Dortmund,Heidenheim,4,2,H,13.0,11.0,7.0,4.0
2024-09-14,2425,Hoffenheim,Leverkusen,1,4,A,14.0,20.0,5.0,8.0
2024-09-14,2425,Holstein Kiel,Bayern Munich,1,6,A,5.0,23.0,1.0,13.0
2024-09-14,2425,Wolfsburg,Ein Frankfurt,1,2,A,17.0,15.0,4.0,7.0
2024-09-14,2425,Freiburg,Bochum,2,1,H,27.0,13.0,9.0,2.0
2024-09-14,2425,M'gladbach,Stuttgart,1,3,A,15.0,12.0,7.0,7.0
2024-09-14,2425,RB Leipzig,Union Berlin,0,0,D,16.0,11.0,3.0,3.0
2024-09-15,2425,Augsburg,St Pauli,3,1,H,18.0,12.0,10.0,3.0
2024-09-15,2425,Mainz,Werder Bremen,1,2,A,11.0,11.0,5.0,5.0
2024-09-20,2425,Augsburg,Mainz,2,3,A,30.0,5.0,9.0,3.0
2024-09-21,2425,Bochum,Holstein Kiel,2,2,D,14.0,13.0,3.0,4.0
2024-09-21,2425,Heidenheim,Freiburg,0,3,A,7.0,14.0,2.0,5.0
2024-09-21,2425,Union Berlin,Hoffenheim,2,1,H,12.0,6.0,2.0,3.0
2024-09-21,2425,Werder Bremen,Bayern Munich,0,5,A,0.0,25.0,0.0,7.0
2024-09-21,2425,Ein Frankfurt,M'gladbach,2,0,H,14.0,22.0,4.0,7.0
2024-09-22,2425,Stuttgart,Dortmund,5,1,H,16.0,6.0,9.0,3.0
2024-09-22,2425,St Pauli,RB Leipzig,0,0,D,15.0,10.0,4.0,5.0
2024-09-22,2425,Leverkusen,Wolfsburg,4,3,H,20.0,8.0,7.0,4.0
2024-09-27,2425,Dortmund,Bochum,4,2,H,23.0,10.0,8.0,6.0
2024-09-28,2425,Freiburg,St Pauli,0,3,A,6.0,10.0,2.0,4.0
2024-09-28,2425,Mainz,Heidenheim,0,2,A,7.0,14.0,2.0,7.0
2024-09-28,2425,M'gladbach,Union Berlin,1,0,H,8.0,9.0,3.0,3.0
2024-09-28,2425,RB Leipzig,Augsburg,4,0,H,14.0,7.0,7.0,1.0
2024-09-28,2425,Wolfsburg,Stuttgart,2,2,D,5.0,17.0,2.0,5.0
2024-09-28,2425,Bayern Munich,Leverkusen,1,1,D,18.0,3.0,3.0,3.0
2024-09-29,2425,Holstein Kiel,Ein Frankfurt,2,4,A,10.0,18.0,5.0,10.0
2024-09-29,2425,Hoffenheim,Werder Bremen,3,4,A,10.0,18.0,5.0,10.0
2024-10-04,2425,Augsburg,M'gladbach,2,1,H,13.0,11.0,5.0,5.0
2024-10-05,2425,St Pauli,Mainz,0,3,A,17.0,8.0,4.0,4.0
2024-10-05,2425,Werder Bremen,Freiburg,0,1,A,11.0,13.0,3.0,3.0
2024-10-05,2425,Bochum,Wolfsburg,1,3,A,17.0,15.0,5.0,5.0
2024-10-05,2425,Leverkusen,Holstein Kiel,2,2,D,24.0,8.0,7.0,4.0
2024-10-05,2425,Union Berlin,Dortmund,2,1,H,13.0,9.0,5.0,5.0
2024-10-06,2425,Heidenheim,RB Leipzig,0,1,A,15.0,12.0,4.0,2.0
2024-10-06,2425,Ein Frankfurt,Bayern Munich,3,3,D,5.0,22.0,4.0,13.0
2024-10-06,2425,Stuttgart,Hoffenheim,1,1,D,18.0,7.0,7.0,5.0
2024-10-18,2425,Dortmund,St Pauli,2,1,H,20.0,10.0,7.0,3.0
2024-10-19,2425,Bayern Munich,Stuttgart,4,0,H,22.0,4.0,10.0,1.0
2024-10-19,2425,Mainz,RB Leipzig,0,2,A,16.0,11.0,2.0,5.0
2024-10-19,2425,M'gladbach,Heidenheim,3,2,H,20.0,19.0,10.0,6.0
2024-10-19,2425,Hoffenheim,Bochum,3,1,H,12.0,13.0,7.0,4.0
2024-10-19,2425,Freiburg,Augsburg,3,1,H,15.0,9.0,6.0,3.0
2024-10-19,2425,Leverkusen,Ein Frankfurt,2,1,H,27.0,9.0,9.0,2.0
2024-10-20,2425,Holstein Kiel,Union Berlin,0,2,A,12.0,14.0,5.0,4.0
2024-10-20,2425,Wolfsburg,Werder Bremen,2,4,A,14.0,15.0,6.0,7.0
2024-10-25,2425,Mainz,M'gladbach,1,1,D,23.0,9.0,6.0,5.0
2024-10-26,2425,Werder Bremen,Leverkusen,2,2,D,13.0,15.0,8.0,6.0
2024-10-26,2425,Augsburg,Dortmund,2,1,H,12.0,11.0,4.0,4.0
2024-10-26,2425,RB Leipzig,Freiburg,3,1,H,12.0,15.0,9.0,5.0
2024-10-26,2425,St Pauli,Wolfsburg,0,0,D,14.0,10.0,5.0,4.0
2024-10-26,2425,Stuttgart,Holstein Kiel,2,1,H,16.0,9.0,6.0,3.0
2024-10-27,2425,Union Berlin,Ein Frankfurt,1,1,D,13.0,17.0,4.0,5.0
2024-10-27,2425,Heidenheim,Hoffenheim,0,0,D,17.0,12.0,3.0,4.0
2024-10-27,2425,Bochum,Bayern Munich,0,5,A,6.0,17.0,2.0,9.0
2024-11-01,2425,Leverkusen,Stuttgart,0,0,D,19.0,4.0,5.0,1.0
2024-11-02,2425,Dortmund,RB Leipzig,2,1,H,19.0,7.0,7.0,3.0
2024-11-02,2425,Holstein Kiel,Heidenheim,1,0,H,11.0,17.0,6.0,4.0
2024-11-02,2425,Wolfsburg,Augsburg,1,1,D,18.0,3.0,6.0,1.0
2024-11-02,2425,Ein Frankfurt,Bochum,7,2,H,18.0,11.0,9.0,8.0
2024-11-02,2425,Hoffenheim,St Pauli,0,2,A,12.0,7.0,6.0,3.0
2024-11-02,2425,Bayern Munich,Union Berlin,3,0,H,16.0,8.0,7.0,1.0
2024-11-03,2425,Freiburg,Mainz,0,0,D,10.0,9.0,2.0,2.0
2024-11-03,2425,M'gladbach,Werder Bremen,4,1,H,16.0,15.0,8.0,5.0
2024-11-08,2425,Union Berlin,Freiburg,0,0,D,12.0,14.0,6.0,4.0
2024-11-09,2425,Bochum,Leverkusen,1,1,D,15.0,11.0,3.0,3.0
2024-11-09,2425,Mainz,Dortmund,3,1,H,13.0,2.0,9.0,1.0
2024-11-09,2425,St Pauli,Bayern Munich,0,1,A,3.0,13.0,0.0,6.0
2024-11-09,2425,Werder Bremen,Holstein Kiel,2,1,H,16.0,12.0,5.0,5.0
2024-11-09,2425,RB Leipzig,M'gladbach,0,0,D,11.0,14.0,4.0,4.0
2024-11-10,2425,Stuttgart,Ein Frankfurt,2,3,A,22.0,8.0,11.0,5.0
2024-11-10,2425,Heidenheim,Wolfsburg,1,3,A,19.0,13.0,4.0,6.0
2024-11-10,2425,Augsburg,Hoffenheim,0,0,D,16.0,11.0,4.0,2.0
2024-11-22,2425,Bayern Munich,Augsburg,3,0,H,33.0,2.0,14.0,1.0
2024-11-23,2425,Dortmund,Freiburg,4,0,H,19.0,7.0,7.0,3.0
2024-11-23,2425,Hoffenheim,RB Leipzig,4,3,H,20.0,14.0,7.0,6.0
2024-11-23,2425,Leverkusen,Heidenheim,5,2,H,20.0,6.0,10.0,3.0
2024-11-23,2425,Stuttgart,Bochum,2,0,H,15.0,9.0,5.0,2.0
2024-11-23,2425,Wolfsburg,Union Berlin,1,0,H,10.0,11.0,5.0,4.0
2024-11-23,2425,Ein Frankfurt,Werder Bremen,1,0,H,15.0,8.0,5.0,1.0
2024-11-24,2425,Holstein Kiel,Mainz,0,3,A,7.0,18.0,2.0,7.0
2024-11-24,2425,M'gladbach,St Pauli,2,0,H,15.0,15.0,4.0,3.0
2024-11-29,2425,St Pauli,Holstein Kiel,3,1,H,11.0,10.0,4.0,3.0
2024-11-30,2425,Werder Bremen,Stuttgart,2,2,D,20.0,10.0,6.0,4.0
2024-11-30,2425,Dortmund,Bayern Munich,1,1,D,7.0,14.0,2.0,5.0
2024-11-30,2425,Union Berlin,Leverkusen,1,2,A,8.0,8.0,2.0,3.0
2024-11-30,2425,RB Leipzig,Wolfsburg,1,5,A,9.0,13.0,4.0,8.0
2024-11-30,2425,Freiburg,M'gladbach,3,1,H,17.0,15.0,7.0,4.0
2024-11-30,2425,Augsburg,Bochum,1,0,H,16.0,7.0,4.0,1.0
2024-12-01,2425,Mainz,Hoffenheim,2,0,H,18.0,10.0,8.0,2.0
2024-12-01,2425,Heidenheim,Ein Frankfurt,0,4,A,8.0,14.0,1.0,8.0
2024-12-06,2425,Stuttgart,Union Berlin,3,2,H,7.0,14.0,5.0,3.0
2024-12-07,2425,Bayern Munich,Heidenheim,4,2,H,21.0,2.0,10.0,2.0
2024-12-07,2425,Bochum,Werder Bremen,0,1,A,12.0,9.0,2.0,1.0
2024-12-07,2425,Ein Frankfurt,Augsburg,2,2,D,16.0,8.0,4.0,3.0
2024-12-07,2425,Holstein Kiel,RB Leipzig,0,2,A,17.0,9.0,5.0,5.0
2024-12-07,2425,Leverkusen,St Pauli,2,1,H,6.0,12.0,2.0,4.0
2024-12-07,2425,M'gladbach,Dortmund,1,1,D,9.0,16.0,3.0,3.0
2024-12-08,2425,Hoffenheim,Freiburg,1,1,D,15.0,11.0,5.0,4.0
2024-12-08,2425,Wolfsburg,Mainz,4,3,H,10.0,12.0,5.0,5.0
2024-12-13,2425,Freiburg,Wolfsburg,3,2,H,18.0,20.0,9.0,5.0
2024-12-14,2425,Augsburg,Leverkusen,0,2,A,8.0,14.0,4.0,3.0
2024-12-14,2425,Mainz,Bayern Munich,2,1,H,8.0,13.0,4.0,1.0
2024-12-14,2425,M'gladbach,Holstein Kiel,4,1,H,15.0,11.0,6.0,3.0
2024-12-14,2425,Union Berlin,Bochum,0,2,A,,,,
2024-12-14,2425,St Pauli,Werder Bremen,0,2,A,15.0,8.0,4.0,4.0
2024-12-15,2425,Heidenheim,Stuttgart,1,3,A,9.0,18.0,2.0,7.0
2024-12-15,2425,Dortmund,Hoffenheim,1,1,D,6.0,12.0,2.0,1.0
2024-12-15,2425,RB Leipzig,Ein Frankfurt,2,1,H,19.0,16.0,9.0,3.0
2024-12-20,2425,Bayern Munich,RB Leipzig,5,1,H,22.0,4.0,9.0,1.0
2024-12-21,2425,Werder Bremen,Union Berlin,4,1,H,11.0,16.0,6.0,4.0
2024-12-21,2425,Leverkusen,Freiburg,5,1,H,20.0,8.0,12.0,2.0
2024-12-21,2425,Stuttgart,St Pauli,0,1,A,25.0,11.0,5.0,5.0
2024-12-21,2425,Holstein Kiel,Augsburg,5,1,H,8.0,17.0,6.0,4.0
2024-12-21,2425,Hoffenheim,M'gladbach,1,2,A,18.0,5.0,8.0,3.0
2024-12-21,2425,Ein Frankfurt,Mainz,1,3,A,34.0,9.0,9.0,3.0
2024-12-22,2425,Bochum,Heidenheim,2,0,H,14.0,10.0,4.0,2.0
2024-12-22,2425,Wolfsburg,Dortmund,1,3,A,14.0,12.0,5.0,4.0
2025-01-10,2425,Dortmund,Leverkusen,2,3,A,12.0,7.0,5.0,5.0
2025-01-11,2425,Freiburg,Holstein Kiel,3,2,H,14.0,14.0,5.0,7.0
2025-01-11,2425,Heidenheim,Union Berlin,2,0,H,16.0,10.0,9.0,6.0
2025-01-11,2425,Hoffenheim,Wolfsburg,0,1,A,15.0,12.0,2.0,3.0
2025-01-11,2425,Mainz,Bochum,2,0,H,10.0,11.0,5.0,2.0
2025-01-11,2425,St Pauli,Ein Frankfurt,0,1,A,18.0,14.0,4.0,6.0
2025-01-11,2425,M'gladbach,Bayern Munich,0,1,A,5.0,23.0,0.0,10.0
2025-01-12,2425,Augsburg,Stuttgart,0,1,A,8.0,13.0,2.0,5.0
2025-01-12,2425,RB Leipzig,Werder Bremen,4,2,H,18.0,7.0,7.0,2.0
2025-01-14,2425,Holstein Kiel,Dortmund,4,2,H,11.0,16.0,7.0,4.0
2025-01-14,2425,Ein Frankfurt,Freiburg,4,1,H,23.0,7.0,8.0,5.0
2025-01-14,2425,Leverkusen,Mainz,1,0,H,20.0,7.0,9.0,4.0
2025-01-14,2425,Wolfsburg,M'gladbach,5,1,H,16.0,9.0,5.0,5.0
2025-01-15,2425,Bochum,St Pauli,1,0,H,13.0,12.0,5.0,1.0
2025-01-15,2425,Bayern Munich,Hoffenheim,5,0,H,25.0,5.0,10.0,2.0
2025-01-15,2425,Stuttgart,RB Leipzig,2,1,H,14.0,6.0,6.0,3.0
2025-01-15,2425,Union Berlin,Augsburg,0,2,A,13.0,11.0,2.0,5.0
2025-01-15,2425,Werder Bremen,Heidenheim,3,3,D,12.0,14.0,5.0,5.0
2025-01-17,2425,Ein Frankfurt,Dortmund,2,0,H,13.0,12.0,5.0,3.0
2025-01-18,2425,Leverkusen,M'gladbach,3,1,H,10.0,7.0,5.0,4.0
2025-01-18,2425,Stuttgart,Freiburg,4,0,H,12.0,4.0,7.0,0.0
2025-01-18,2425,Holstein Kiel,Hoffenheim,1,3,A,12.0,11.0,3.0,6.0
2025-01-18,2425,Bochum,RB Leipzig,3,3,D,14.0,11.0,3.0,3.0
2025-01-18,2425,Bayern Munich,Wolfsburg,3,2,H,25.0,7.0,10.0,3.0
2025-01-18,2425,Heidenheim,St Pauli,0,2,A,8.0,7.0,1.0,4.0
2025-01-19,2425,Union Berlin,Mainz,2,1,H,12.0,9.0,4.0,1.0
2025-01-19,2425,Werder Bremen,Augsburg,0,2,A,20.0,9.0,2.0,4.0
2025-01-24,2425,Wolfsburg,Holstein Kiel,2,2,D,22.0,5.0,5.0,2.0
2025-01-25,2425,M'gladbach,Bochum,3,0,H,16.0,10.0,6.0,4.0
2025-01-25,2425,Augsburg,Heidenheim,2,1,H,11.0,11.0,7.0,6.0
2025-01-25,2425,Dortmund,Werder Bremen,2,2,D,8.0,13.0,4.0,4.0
2025-01-25,2425,Freiburg,Bayern Munich,1,2,A,7.0,7.0,2.0,3.0
2025-01-25,2425,Mainz,Stuttgart,2,0,H,11.0,10.0,4.0,5.0
2025-01-25,2425,RB Leipzig,Leverkusen,2,2,D,8.0,13.0,4.0,7.0
2025-01-26,2425,St Pauli,Union Berlin,3,0,H,16.0,14.0,5.0,2.0
2025-01-26,2425,Hoffenheim,Ein Frankfurt,2,2,D,24.0,12.0,8.0,7.0
2025-01-31,2425,Werder Bremen,Mainz,1,0,H,12.0,13.0,5.0,2.0
2025-02-01,2425,Bayern Munich,Holstein Kiel,4,3,H,29.0,10.0,12.0,6.0
2025-02-01,2425,Bochum,Freiburg,0,1,A,22.0,13.0,4.0,5.0
2025-02-01,2425,Heidenheim,Dortmund,1,2,A,11.0,16.0,5.0,5.0
2025-02-01,2425,St Pauli,Augsburg,1,1,D,5.0,2.0,1.0,1.0
2025-02-01,2425,Stuttgart,M'gladbach,1,2,A,10.0,12.0,3.0,6.0
2025-02-01,2425,Union Berlin,RB Leipzig,0,0,D,21.0,6.0,6.0,2.0
2025-02-02,2425,Leverkusen,Hoffenheim,3,1,H,9.0,16.0,5.0,7.0
2025-02-02,2425,Ein Frankfurt,Wolfsburg,1,1,D,16.0,11.0,4.0,2.0
2025-02-07,2425,Bayern Munich,Werder Bremen,3,0,H,21.0,2.0,12.0,0.0
2025-02-08,2425,Wolfsburg,Leverkusen,0,0,D,13.0,15.0,8.0,1.0
2025-02-08,2425,M'gladbach,Ein Frankfurt,1,1,D,8.0,15.0,3.0,7.0
2025-02-08,2425,Mainz,Augsburg,0,0,D,9.0,9.0,5.0,2.0
2025-02-08,2425,Hoffenheim,Union Berlin,0,4,A,16.0,22.0,4.0,7.0
2025-02-08,2425,Freiburg,Heidenheim,1,0,H,9.0,11.0,3.0,5.0
2025-02-08,2425,Dortmund,Stuttgart,1,2,A,16.0,4.0,5.0,2.0
2025-02-09,2425,Holstein Kiel,Bochum,2,2,D,10.0,21.0,3.0,6.0
2025-02-09,2425,RB Leipzig,St Pauli,2,0,H,11.0,7.0,6.0,4.0
2025-02-14,2425,Augsburg,RB Leipzig,0,0,D,11.0,14.0,2.0,4.0
2025-02-15,2425,Bochum,Dortmund,2,0,H,18.0,17.0,9.0,2.0
2025-02-15,2425,St Pauli,Freiburg,0,1,A,5.0,6.0,1.0,4.0
2025-02-15,2425,Stuttgart,Wolfsburg,1,2,A,10.0,7.0,4.0,3.0
2025-02-15,2425,Union Berlin,M'gladbach,1,2,A,18.0,9.0,3.0,5.0
2025-02-15,2425,Leverkusen,Bayern Munich,0,0,D,15.0,2.0,3.0,0.0
2025-02-16,2425,Ein Frankfurt,Holstein Kiel,3,1,H,20.0,10.0,9.0,4.0
2025-02-16,2425,Heidenheim,Mainz,0,2,A,12.0,6.0,3.0,5.0
2025-02-16,2425,Werder Bremen,Hoffenheim,1,3,A,14.0,16.0,1.0,7.0
2025-02-21,2425,Freiburg,Werder Bremen,5,0,H,13.0,9.0,8.0,3.0
2025-02-22,2425,Holstein Kiel,Leverkusen,0,2,A,4.0,18.0,3.0,8.0
2025-02-22,2425,Mainz,St Pauli,2,0,H,10.0,12.0,5.0,0.0
2025-02-22,2425,M'gladbach,Augsburg,0,3,A,8.0,17.0,5.0,4.0
2025-02-22,2425,Wolfsburg,Bochum,1,1,D,13.0,11.0,6.0,5.0
2025-02-22,2425,Dortmund,Union Berlin,6,0,H,24.0,6.0,8.0,1.0
2025-02-23,2425,RB Leipzig,Heidenheim,2,2,D,17.0,4.0,6.0,2.0
2025-02-23,2425,Bayern Munich,Ein Frankfurt,4,0,H,19.0,7.0,12.0,2.0
2025-02-23,2425,Hoffenheim,Stuttgart,1,1,D,9.0,14.0,2.0,7.0
2025-02-28,2425,Stuttgart,Bayern Munich,1,3,A,12.0,17.0,3.0,8.0
2025-03-01,2425,Ein Frankfurt,Leverkusen,1,4,A,7.0,20.0,3.0,9.0
2025-03-01,2425,Werder Bremen,Wolfsburg,1,2,A,15.0,9.0,7.0,3.0
2025-03-01,2425,St Pauli,Dortmund,0,2,A,7.0,14.0,1.0,3.0
2025-03-01,2425,Heidenheim,M'gladbach,0,3,A,20.0,13.0,5.0,5.0
2025-03-01,2425,Bochum,Hoffenheim,0,1,A,12.0,10.0,3.0,2.0
2025-03-01,2425,RB Leipzig,Mainz,1,2,A,13.0,15.0,4.0,3.0
2025-03-02,2425,Union Berlin,Holstein Kiel,0,1,A,14.0,10.0,3.0,3.0
2025-03-02,2425,Augsburg,Freiburg,0,0,D,13.0,7.0,5.0,3.0
2025-03-07,2425,M'gladbach,Mainz,1,3,A,12.0,16.0,4.0,8.0
2025-03-08,2425,Freiburg,RB Leipzig,0,0,D,10.0,18.0,2.0,3.0
2025-03-08,2425,Bayern Munich,Bochum,2,3,A,14.0,8.0,5.0,5.0
2025-03-08,2425,Dortmund,Augsburg,0,1,A,14.0,6.0,1.0,1.0
2025-03-08,2425,Holstein Kiel,Stuttgart,2,2,D,17.0,5.0,5.0,2.0
2025-03-08,2425,Leverkusen,Werder Bremen,0,2,A,18.0,11.0,4.0,7.0
2025-03-08,2425,Wolfsburg,St Pauli,1,1,D,16.0,14.0,4.0,4.0
2025-03-09,2425,Hoffenheim,Heidenheim,1,1,D,16.0,23.0,3.0,5.0
2025-03-09,2425,Ein Frankfurt,Union Berlin,1,2,A,14.0,11.0,3.0,3.0
2025-03-14,2425,St Pauli,Hoffenheim,1,0,H,10.0,4.0,5.0,0.0
2025-03-15,2425,Augsburg,Wolfsburg,1,0,H,9.0,13.0,2.0,2.0
2025-03-15,2425,Mainz,Freiburg,2,2,D,9.0,24.0,4.0,8.0
2025-03-15,2425,Union Berlin,Bayern Munich,1,1,D,7.0,18.0,3.0,4.0
2025-03-15,2425,Werder Bremen,M'gladbach,2,4,A,23.0,13.0,2.0,7.0
2025-03-15,2425,RB Leipzig,Dortmund,2,0,H,15.0,25.0,5.0,9.0
2025-03-16,2425,Stuttgart,Leverkusen,3,4,A,11.0,16.0,6.0,4.0
2025-03-16,2425,Bochum,Ein Frankfurt,1,3,A,17.0,18.0,7.0,7.0
2025-03-16,2425,Heidenheim,Holstein Kiel,3,1,H,14.0,16.0,5.0,4.0
2025-03-28,2425,Leverkusen,Bochum,3,1,H,14.0,8.0,5.0,3.0
2025-03-29,2425,Wolfsburg,Heidenheim,0,1,A,11.0,11.0,2.0,4.0
2025-03-29,2425,Ein Frankfurt,Stuttgart,1,0,H,19.0,8.0,6.0,2.0
2025-03-29,2425,M'gladbach,RB Leipzig,1,0,H,16.0,19.0,3.0,3.0
2025-03-29,2425,Holstein Kiel,Werder Bremen,0,3,A,11.0,14.0,0.0,7.0
2025-03-29,2425,Hoffenheim,Augsburg,1,1,D,13.0,11.0,4.0,4.0
2025-03-29,2425,Bayern Munich,St Pauli,3,2,H,19.0,10.0,9.0,4.0
2025-03-30,2425,Freiburg,Union Berlin,1,2,A,9.0,10.0,3.0,6.0
2025-03-30,2425,Dortmund,Mainz,3,1,H,18.0,12.0,7.0,3.0
2025-04-04,2425,Augsburg,Bayern Munich,1,3,A,6.0,19.0,3.0,7.0
2025-04-05,2425,Bochum,Stuttgart,0,4,A,11.0,14.0,2.0,6.0
2025-04-05,2425,Freiburg,Dortmund,1,4,A,12.0,18.0,3.0,7.0
2025-04-05,2425,Heidenheim,Leverkusen,0,1,A,10.0,6.0,2.0,2.0
2025-04-05,2425,Mainz,Holstein Kiel,1,1,D,13.0,10.0,3.0,5.0
2025-04-05,2425,RB Leipzig,Hoffenheim,3,1,H,16.0,9.0,5.0,5.0
2025-04-05,2425,Werder Bremen,Ein Frankfurt,2,0,H,12.0,9.0,4.0,0.0
2025-04-06,2425,Union Berlin,Wolfsburg,1,0,H,13.0,12.0,3.0,3.0
2025-04-06,2425,St Pauli,M'gladbach,1,1,D,26.0,5.0,9.0,3.0
2025-04-11,2425,Wolfsburg,RB Leipzig,2,3,A,17.0,16.0,6.0,5.0
2025-04-12,2425,Bochum,Augsburg,1,2,A,25.0,12.0,9.0,5.0
2025-04-12,2425,Hoffenheim,Mainz,2,0,H,8.0,14.0,5.0,1.0
2025-04-12,2425,Holstein Kiel,St Pauli,1,2,A,6.0,14.0,2.0,6.0
2025-04-12,2425,Leverkusen,Union Berlin,0,0,D,16.0,7.0,3.0,3.0
2025-04-12,2425,M'gladbach,Freiburg,1,2,A,10.0,19.0,1.0,7.0
2025-04-12,2425,Bayern Munich,Dortmund,2,2,D,28.0,11.0,11.0,3.0
2025-04-13,2425,Stuttgart,Werder Bremen,1,2,A,12.0,14.0,4.0,5.0
2025-04-13,2425,Ein Frankfurt,Heidenheim,3,0,H,19.0,14.0,8.0,3.0
2025-04-19,2425,Union Berlin,Stuttgart,4,4,D,12.0,13.0,5.0,6.0
2025-04-19,2425,Werder Bremen,Bochum,1,0,H,14.0,12.0,4.0,1.0
2025-04-19,2425,RB Leipzig,Holstein Kiel,1,1,D,10.0,13.0,4.0,3.0
2025-04-19,2425,Heidenheim,Bayern Munich,0,4,A,4.0,18.0,1.0,11.0
2025-04-19,2425,Freiburg,Hoffenheim,3,2,H,12.0,19.0,6.0,6.0
2025-04-19,2425,Mainz,Wolfsburg,2,2,D,18.0,16.0,7.0,4.0
2025-04-20,2425,Augsburg,Ein Frankfurt,0,0,D,13.0,8.0,2.0,5.0
2025-04-20,2425,Dortmund,M'gladbach,3,2,H,14.0,6.0,6.0,3.0
2025-04-20,2425,St Pauli,Leverkusen,1,1,D,10.0,6.0,5.0,4.0
2025-04-25,2425,Stuttgart,Heidenheim,0,1,A,19.0,6.0,3.0,2.0
2025-04-26,2425,Ein Frankfurt,RB Leipzig,4,0,H,9.0,7.0,6.0,3.0
2025-04-26,2425,Bayern Munich,Mainz,3,0,H,14.0,8.0,6.0,3.0
2025-04-26,2425,Hoffenheim,Dortmund,2,3,A,11.0,16.0,3.0,8.0
2025-04-26,2425,Holstein Kiel,M'gladbach,4,3,H,22.0,16.0,11.0,7.0
2025-04-26,2425,Leverkusen,Augsburg,2,0,H,14.0,11.0,5.0,2.0
2025-04-26,2425,Wolfsburg,Freiburg,0,1,A,8.0,15.0,1.0,2.0
2025-04-27,2425,Werder Bremen,St Pauli,0,0,D,11.0,10.0,2.0,4.0
2025-04-27,2425,Bochum,Union Berlin,1,1,D,10.0,5.0,4.0,1.0
2025-05-02,2425,Heidenheim,Bochum,0,0,D,11.0,14.0,3.0,3.0
2025-05-03,2425,M'gladbach,Hoffenheim,4,4,D,12.0,26.0,7.0,8.0
2025-05-03,2425,RB Leipzig,Bayern Munich,3,3,D,8.0,20.0,6.0,6.0
2025-05-03,2425,St Pauli,Stuttgart,0,1,A,6.0,21.0,1.0,8.0
2025-05-03,2425,Union Berlin,Werder Bremen,2,2,D,17.0,13.0,7.0,6.0
2025-05-03,2425,Dortmund,Wolfsburg,4,0,H,11.0,11.0,5.0,2.0
2025-05-04,2425,Augsburg,Holstein Kiel,1,3,A,27.0,7.0,10.0,5.0
2025-05-04,2425,Freiburg,Leverkusen,2,2,D,8.0,5.0,4.0,2.0
